"","SRR15885102","SRR15885103","SRR15885104","SRR15885105","SRR15885106","SRR15885107","SRR15885108","SRR15885109","SRR15885110","SRR15885111","SRR15885112","SRR15885113","SRR15885114","SRR15885115","SRR15885116","SRR15885117","SRR15885118","SRR15885119","SRR15885120","SRR15885121","SRR15885122","SRR15885123","SRR15885124","SRR15885125","SRR15885126","SRR15885127","SRR15885128","SRR15885129","SRR15885130","SRR15885131","SRR15885132","SRR15885133","SRR15885134","SRR15885135","SRR15885136","SRR15885137","SRR15885138","SRR15885139","SRR15885140","SRR15885141","SRR15885142","SRR15885143","SRR15885144","SRR15885145","SRR15885146","SRR15885147","SRR15885148","SRR15885149","SRR15885150","SRR15885151","SRR15885152","SRR15885153","SRR15885154","SRR15885155","SRR15885156","SRR15885157","SRR15885158","SRR15885159","SRR15885160","SRR15885161","SRR15885162","SRR15885163","SRR15885164","SRR15885165","SRR15885166","SRR15885167","SRR15885168","SRR15885169","SRR15885170","SRR15885171","SRR15885172","SRR15885173","SRR15885174","SRR15885175","SRR15885176","SRR15885177","SRR15885178","SRR15885179","SRR15885180","SRR15885181","SRR15885182","SRR15885183","SRR15885184","SRR15885185","SRR15885186","SRR15885187","SRR15885188","SRR15885189","SRR15885190","SRR15885191","SRR15885192","SRR15885193","SRR15885194","SRR15885195","SRR15885196","SRR15885197","SRR15885198","SRR15885199","SRR15885200","SRR15885201","SRR15885202","SRR15885203","SRR15885204","SRR15885205","SRR15885206","SRR15885207","SRR15885208","SRR15885209","SRR15885210","SRR15885211","SRR15885212","SRR15885213","SRR15885214","SRR15885215","SRR15885216","SRR15885217","SRR15885218","SRR15885219","SRR15885220","SRR15885221","SRR15885222","SRR15885223","SRR15885224","SRR15885225","SRR15885226","SRR15885227","SRR15885228","SRR15885229","SRR15885230","SRR15885231","SRR15885232","SRR15885233","SRR15885234","SRR15885235","SRR15885236","SRR15885237","SRR15885238","SRR15885239","SRR15885240","SRR15885241","SRR15885242","SRR15885243","SRR15885244","SRR15885245","SRR15885246","SRR15885247","SRR15885248","SRR15885249","SRR15885250","SRR15885251","SRR15885252","SRR15885253","SRR15885254","SRR15885255","SRR15885256","SRR15885257","SRR15885258","SRR15885259","SRR15885260","SRR15885261","SRR15885262","SRR15885263","SRR15885264","SRR15885265","SRR15885266","SRR15885267","SRR15885268","SRR15885269","SRR15885270","SRR15885271","SRR15885272","SRR15885273","SRR15885274","SRR15885275","SRR15885276","SRR15885277","SRR15885278","SRR15885279","SRR15885280","SRR15885281","SRR15885282","SRR15885283","SRR15885284","SRR15885285","SRR15885286","SRR15885287","SRR15885288","SRR15885289","SRR15885290","SRR15885291","SRR15885292","SRR15885293","SRR15885294","SRR15885295","SRR15885296","SRR15885297","SRR15885298","SRR15885299","SRR15885300","SRR15885301","SRR15885302","SRR15885303","SRR15885304","SRR15885305","SRR15885306","SRR15885307","SRR15885308","SRR15885309","SRR15885310","SRR15885311","SRR15885312","SRR15885313","SRR15885314","SRR15885315","SRR15885316","SRR15885317","SRR15885318","SRR15885319","SRR15885320","SRR15885321","SRR15885322","SRR15885323","SRR15885324","SRR15885325","SRR15885326","SRR15885327","SRR15885328","SRR15885329","SRR15885330","SRR15885331","SRR15885332","SRR15885333","SRR15885334","SRR15885335","SRR15885336","SRR15885337","SRR15885338","SRR15885339","SRR15885340","SRR15885341","SRR15885342","SRR15885343","SRR15885344","SRR15885345","SRR15885346","SRR15885347","SRR15885348","SRR15885349","SRR15885350","SRR15885351","SRR15885352","SRR15885353","SRR15885354","SRR15885355","SRR15885356","SRR15885357","SRR15885358","SRR15885359","SRR15885360","SRR15885361","SRR15885362","SRR15885363","SRR15885364","SRR15885365","SRR15885366","SRR15885367","SRR15885368","SRR15885369","SRR15885370","SRR15885371","SRR15885372","SRR15885373","SRR15885374","SRR15885375","SRR15885376","SRR15885377","SRR15885378","SRR15885379","SRR15885380","SRR15885381","SRR15885382","SRR15885383","SRR15885384","SRR15885385","SRR15885386","SRR15885387","SRR15885388","SRR15885389","SRR15885390","SRR15885391","SRR15885392","SRR15885393","SRR15885394","SRR15885395","SRR15885396","SRR15885397","SRR15885398","SRR15885399","SRR15885400","SRR15885401","SRR15885402","SRR15885403","SRR15885404","SRR15885405","SRR15885406","SRR15885407","SRR15885408","SRR15885409","SRR15885410","SRR15885411"
"Lachnospiraceae_Eisenbergiella",0,0,5,0,21,0,437,0,39,0,23,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,39,158,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,13,0,0,0,3,0,0,50,0,16,0,0,0,0,0,40,0,0,0,0,3,0,0,0,0,14,0,0,0,77,0,4,0,0,0,0,321,63,20,0,0,0,99,21,9,60,31,0,108,4,10,77,0,0,0,5,0,0,0,0,7,0,17,0,54,47,0,0,0,177,0,0,0,260,13,0,21,559,0,0,0,50,12,0,899,1,0,47,25,0,260,29,0,0,4,0,0,0,0,0,0,0,0,101,9,0,34,0,0,0,6,109,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,11,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,17,0,53,0,19,0,371,0,0,0,13,0,12,0,0,0,0,0,150,0,0,0,0,0,14,0,0,0
"Lachnospiraceae_Lachnospiraceae.UCG.001",146,234,58,0,0,0,115,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,39,105,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,848,25,0,0,0,214,72,56,0,0,38,0,98,19,0,0,395,0,94,0,0,0,59,0,0,370,36,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,56,0,764,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,62,0,0,0,0,80,0,0,203,0,0,0,0,148,0,0,0,6,0,0,0,0,39,0,51,17,172,0,0,0,0,7,0,216,0,98,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,27,4,0,0,0,0,0,0,674,0,0,0,197,0,336,0,0,51,0,0,146,0,17,0,68,0,0,168,0,0,0,0,0,0,39,0,0,599,184,0,0,13,209,0,0,0,0,70,91,22,0,0,0,0,93,0,0,19,55,0,0,0,17,75,0,0,0,100,65,0,0,0,0,0,49,0,0,252,24,0,0,0,16,58,0,0,0,15,93,0,93,17,0,0,0,0,0,0,0,0,129,0,0,81,181,0,0,0,0,0,0,0
"Erysipelatoclostridiaceae_Catenibacterium",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1837,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,24,0,0,0,0,670,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,71,0
"Lachnospiraceae_Lachnospiraceae.UCG.003",0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,80,7,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lachnospiraceae_.Eubacterium..xylanophilum.group",12,13,46,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,37,25,0,0,0,28,0,0,9,0,0,0,0,102,1,0,0,0,0,0,0,0,0,0,0,446,239,194,0,0,0,0,0,127,0,0,370,0,0,0,12,0,0,407,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,41,0,5,0,0,0,77,0,0,9,0,0,0,0,0,17,209,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,14,12,0,13,0,0,0,0,40,0,0,0,179,0,0,0,0,31,0,16,228,0,58,0,0,113,0,0,0,0,0,0,0,6,42,0,57,0,0,0,0,0,0,0,0,255,0,121,9,56,0,0,0,0,0,26,0,0,0,0,0,6,0,0,0,41,13,0,0,5,0,0,0,0,0,7,0,16,0,0,164,0,0,0,0,77,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,23,0,0,133,0,0,0,0,91,0,77,89,0,0,19,0,15,27,0,191,0,0,0,0,0,15,0,0,0,0,0,0,111,0,0,0,20,0,0,0,27,0,0,0,0,0,198,0,10,0,117,0,0,27,0,0,12,0,0,0,0,0,0,0,0,332,0,0,0,0,0,0,0,0
"Desulfovibrionaceae_Desulfovibrio",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,86,0,0,0,7,0,2,0,0,0,0,5,6,0,21,0,112,0,5,0,0,0,0,1,6,2,0,0,0,0,0,0,0,0,0,7,0,0,0,221,0,65,0,0,0,0,0,0,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,24,0,0,0,23,0,0,0,0,0,0,24,7,0,0,2,0,436,0,0,0,0,0,0,7,0,3,280,0,0,0,0,0,0,554,0,0,0,0,0,0,0,0,63,7,50,0,2,0,0,0,0,0,41,0,0,0,0,0,5,4,4,0,106,0,5,0,48,0,0,11,0,0,9,0,0,0,0,0,0,19,11,0,5,334,13,0,6,5,0,0,6,2,12,0,7,0,0,0,0,0,0,27,0,6,0,0,9,0,0,0,0,0,26,0,0,0,8,13,18,5,0,0,0,9,0,0,11,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,50,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,10,0,0,74,2,11,0,0
"Lachnospiraceae_Tyzzerella",0,4,53,0,13,0,70,0,0,0,0,4,0,5,279,0,0,6,0,0,39,0,0,0,7,0,22,14,6,47,0,0,24,0,5,218,47,75,16,15,8,0,0,8,9,0,15,15,0,12,6,28,0,0,31,0,0,36,7,18,0,0,18,75,0,6,0,0,26,0,0,0,0,267,0,0,0,0,0,26,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,27,0,0,0,28,0,0,3,0,0,0,0,2,0,0,0,169,0,0,0,0,198,0,0,0,0,0,0,15,0,14,0,0,0,0,0,0,0,75,0,0,91,0,0,0,32,0,0,0,21,0,0,5,0,9,0,0,0,20,0,0,0,0,22,13,0,0,0,7,0,0,0,0,192,0,0,0,32,29,0,0,0,6,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,6,66,0,41,53,46,0,0,0,0,0,0,0,60,0,0,0,14,13,0,29,6,0,0,12,0,0,0,0,0,0,39,47,0,0,0,93,60,0,0,0,0,0,0,0,0,111,0,21,0,0,0,2,0,0,15,0,0,39,0,0,0,7,0,13,0,5,25,32,44,31,0,0,72,0,25,0,0,0,0,0,0,170,0,0,0,0,6,0,47,0,6,18,0,0,0,5,0,0,31,0,0,0,0,0,0,0,0,0,0,0
"Lachnospiraceae_Lachnospiraceae.UCG.009",0,0,9,0,36,0,35,0,12,0,0,0,7,0,0,17,0,0,0,0,0,0,43,0,0,20,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,20,63,0,0,0,0,0,0,0,0,0,0,0,24,8,0,0,0,69,0,0,0,0,0,10,0,0,0,18,15,173,8,0,0,0,38,0,30,14,6,0,0,0,0,0,24,0,0,3,0,0,25,0,20,0,47,7,47,0,0,0,0,0,0,0,0,17,0,0,74,186,0,0,0,30,0,10,62,25,0,37,0,1,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,28,0,0,0,18,0,0,0,0,0,0,0,0,8,0,0,10,0,0,0,0,25,0,0,0,8,0,0,0,0,0,0,0,0,28,12,23,0,14,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,23,0,13,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,10,21,0,11,0,0,0,10,0,48,0,111,127,0,0,106,0,0,0,0,0,0,0,0,0
"Anaerovoracaceae_.Eubacterium..nodatum.group",0,0,5,0,0,0,25,19,102,7,21,0,0,0,0,0,23,0,16,0,0,0,0,0,0,0,0,0,0,6,36,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,51,5,5,0,0,0,0,0,0,0,44,0,0,0,0,5,0,0,493,0,0,0,0,90,6,76,4,61,7,0,2,15,127,0,0,5,47,7,0,3,4,6,21,0,4,0,5,0,0,0,10,0,0,0,10,0,0,0,190,0,0,0,13,10,0,26,6,0,149,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,202,0,0,0,0,0,4,0,0,0,3,0,0,10,0,4,131,384,0,30,36,40,0,0,0,0,0,0,0,31,0,0,4,0,8,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,2,0,0,53,0,0,13,0,4,0,0,3,4,0,0,2,0,0,0,14,0,0,9,6,0,11,5,0,6,0,0,0,13,0,0,0,0,0,8,7,11,0,4,0,0,0,0,26,0,23,0,0,0,10,0,41,2,27,0,20,0,44,0,0,6,0,5,0,9,0,0
"Lachnospiraceae_.Eubacterium..hallii.group",7,8,12,9,15,3,176,9,0,0,44,0,0,18,11,9,0,5,0,4,17,0,0,0,0,0,69,2,14,50,11,15,0,12,0,26,18,7,8,6,0,0,0,16,9,0,42,113,4,0,19,0,2,0,15,21,29,0,8,18,9,15,22,0,8,0,0,0,0,8,53,0,0,0,7,17,0,0,47,24,0,0,0,16,0,0,9,0,0,10,72,0,0,4,0,6,41,0,0,0,0,0,284,0,0,0,0,0,0,31,0,17,0,36,44,0,0,21,0,0,11,0,14,0,8,0,7,18,0,24,0,0,0,82,64,135,0,0,0,0,23,0,0,0,13,0,22,14,0,8,0,0,0,0,93,0,28,0,22,8,5,9,13,7,0,33,15,0,39,0,25,0,35,0,46,13,0,0,17,0,0,0,0,4,0,0,0,0,0,51,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,50,121,7,22,6,4,3,0,0,8,15,11,0,11,0,0,4,0,0,11,0,0,8,6,12,0,18,11,16,0,0,10,11,31,18,0,0,0,0,8,14,0,4,0,0,0,0,0,11,0,32,5,0,5,14,0,0,0,0,21,0,0,7,9,8,0,0,0,20,0,6,8,0,0,0,84,12,6,0,15,14,0,107,0,3,5,10,0,6,0,0,0,30,0,0,0,7,0,9,0,0,0,5,6
"Lachnospiraceae_Shuttleworthia",0,0,10,0,30,47,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,109,0,0,0,0,32,26,0,0,0,0,12,3,0,0,0,9,85,157,12,22,407,30,0,15,6,0,12,27,0,75,0,0,0,0,0,0,0,0,0,56,67,24,21,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,7,0,0,0,0,0,0,0,0,0,0,60,0,78,0,0,37,0,20,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,9,0,0,29,35,0,204,0,0,0,14,0,0,0,0,0,0,19,51,89,0,0,106,14,0,0,58,20,0,0,0,0,5,0,0,0,265,0,0,0,62,6,16,11,0,7,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,19,33,0,0,0,0,30,7,3,28,0,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,117,0,0,0,58,0,93,34,87,0,13,0,0,0,0,0,0,0,0,0,0,0,11,0,0,155,0,0,0,0,0,0,8,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0
"Anaerovoracaceae_Family.XIII.AD3011.group",90,133,26,0,76,41,0,19,232,0,29,0,114,0,10,0,0,7,0,0,0,33,0,0,0,64,81,28,0,35,0,37,5,0,0,0,0,8,29,24,0,30,0,15,0,6,13,124,8,24,0,0,116,6,0,7,0,0,171,112,3,23,13,55,24,0,41,0,21,37,0,0,30,0,68,14,0,0,7,68,135,8,10,0,0,0,45,0,145,37,9,0,0,0,0,16,24,111,0,0,0,30,115,28,40,165,0,0,0,0,25,136,12,0,12,101,11,0,0,0,0,0,27,13,69,433,0,0,0,0,21,0,322,43,0,11,11,0,8,0,0,8,276,183,58,0,0,85,34,186,80,51,21,20,0,15,12,0,0,7,0,36,197,0,0,0,33,0,2,15,0,0,0,0,45,53,2,12,80,32,0,0,0,0,0,36,32,0,74,462,0,13,0,0,553,80,14,23,183,11,0,122,0,15,51,134,10,45,57,73,4,53,8,0,0,42,10,19,17,0,26,0,19,0,0,69,0,4,18,3,0,6,37,19,17,4,0,142,11,176,9,0,0,33,49,0,45,0,6,8,0,0,12,11,0,27,0,17,0,0,49,64,0,0,0,8,0,0,23,49,15,0,7,110,80,25,0,25,0,12,30,0,42,8,865,210,9,0,0,3,0,0,30,0,0,0,354,0,0,0,0,9,0,0,13,2,43,77,137,54
"Erysipelotrichaceae_Solobacterium",0,0,0,0,4,0,110,0,0,18,0,0,71,0,0,6,14,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,10,121,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,11,0,18,0,0,0,11,49,0,0,0,0,0,0,108,58,0,6,0,0,13,0,0,0,238,0,0,3,0,0,174,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,11,200,0,116,0,0,0,0,0,9,22,0,0,0,0,6,0,0,0,42,0,0,0,6,62,0,4,0,0,0,22,0,0,0,0,0,6,326,0,0,9,0,0,0,18,13,27,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,3,0,0,0,0,0,0,11,0,0,0,12,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,2,5,0,0,4,369,0,0,0,0,100,0,0,0,3,0,0,0,32,0,6,0,0,0,0,3,7,0,0,7,4,68
"Atopobiaceae_Olsenella",0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,18,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,12,0,0,0,18,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,20,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,219,17,0,0,2,0,0,0,11,0,0,0,0,808,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,605,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,14,0,0,0,0,0,30,0,0,4,0,0,0,0
"Oscillospiraceae_Intestinimonas",0,0,93,0,20,16,120,50,302,0,0,10,0,0,5,0,0,0,0,0,13,17,0,0,0,21,27,0,0,28,0,14,0,0,0,0,0,0,9,42,0,0,0,21,0,0,0,104,2,9,0,42,124,0,0,0,0,0,127,34,11,6,48,39,31,0,11,0,19,0,0,0,13,0,24,2,24,0,0,6,1,0,0,0,134,0,6,4,21,26,0,0,0,62,20,13,32,33,0,0,0,495,16,1124,12,184,0,0,0,0,30,11,0,0,0,0,0,0,0,0,0,90,13,337,22,0,0,0,56,0,0,0,403,0,0,8,482,0,62,0,132,0,23,156,25,0,0,130,40,130,23,38,0,0,0,0,0,0,0,0,0,32,216,0,0,0,28,0,0,0,0,0,0,0,175,32,0,0,0,0,0,22,0,0,0,5,40,44,0,339,1478,27,73,0,0,30,0,44,0,14,0,0,0,24,26,10,70,0,14,84,0,11,16,0,25,98,0,4,0,0,0,0,0,0,0,78,0,17,0,0,52,0,110,19,28,5,0,13,0,65,0,0,0,38,218,130,0,6,11,0,9,0,0,98,0,0,0,120,0,0,0,3,121,0,5,71,0,0,0,23,0,0,30,3,25,62,12,0,0,0,14,0,0,0,278,52,48,65,61,6,22,0,17,0,31,0,261,0,0,0,5,5,10,0,7,103,20,77,13,8
"Erysipelatoclostridiaceae_Erysipelatoclostridium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,99,0,0,0,0,15,0,0,0,0,6,0,0,4,0,2,4,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,37,0,110,0,0,0,0,0,0,0,0,0,135,0,3,0,0,0,0,0,0,0,18,7,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,2,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,7,0,0,0,3,7,0,0,0,7,0,0,0,331,0,0,88,0,24,0,0,0,0,42,0,0,0,0,0,0,0,42,0,0,23,0,0,0,2,0,0,9,183,274,0,41,19,0,3,0,14,0,0,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,22,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,119,740,0,0,0,0,0,0,0,103,0,0,0,79,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,26,0,0,0,0,0,0,4
"Ruminococcaceae_Paludicola",3,0,26,0,0,0,0,0,33,0,0,0,0,0,7,0,0,0,0,0,0,7,0,4,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,36,0,0,0,0,0,8,0,94,0,0,0,0,15,4,0,0,0,0,0,27,0,0,0,0,7,0,8,0,12,0,0,0,0,0,6,11,0,0,0,14,0,0,5,0,0,0,11,0,0,8,0,0,0,0,0,6,81,0,0,0,0,208,0,65,0,35,0,0,0,0,60,0,0,0,0,28,7,0,0,0,0,5,7,0,0,0,0,6,0,0,0,0,16,0,0,0,0,0,23,0,12,0,33,9,0,0,7,26,3,32,109,0,111,0,0,5,0,0,0,24,0,0,0,0,0,0,36,0,0,0,0,0,0,0,5,15,0,0,28,16,0,0,0,0,0,17,61,0,0,896,18,4,0,0,14,70,0,16,0,7,0,0,0,10,0,5,0,6,7,155,0,9,7,0,0,10,0,4,0,0,7,0,0,0,0,172,0,0,0,0,0,0,26,0,12,0,0,16,0,19,0,0,0,20,0,0,2,9,0,0,0,0,0,0,0,4,0,15,0,0,7,3,0,0,0,6,0,0,0,9,0,0,0,8,0,7,0,0,0,0,8,0,0,0,19,8,10,0,0,0,0,0,0,0,14,0,0,4,0,0,0,4,0,0,0,0,54,42,5,0
"Ruminococcaceae_Anaerotruncus",22,3,11,0,24,0,11,17,0,0,32,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,29,0,6,0,0,8,0,0,0,0,15,0,3,0,5,0,5,0,12,0,9,0,0,313,0,0,0,0,0,10,0,0,0,0,43,0,0,20,0,4,0,0,0,0,0,7,5,0,0,0,9,0,0,0,0,96,0,18,0,4,29,0,0,0,0,8,28,30,0,0,51,0,3,0,327,11,5,0,0,0,32,36,10,6,0,0,11,3,0,0,0,0,8,0,18,6,156,3,0,73,0,0,0,54,0,0,21,0,0,4,0,40,0,6,181,11,0,9,45,23,27,30,0,3,0,0,0,0,22,0,0,0,66,0,7,0,0,9,0,0,0,0,0,0,0,5,0,0,6,51,0,0,0,0,8,0,0,11,0,0,138,18,3,0,0,16,27,0,14,0,0,0,0,0,7,0,0,28,5,0,68,0,0,0,11,0,7,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,10,0,4,4,0,5,0,4,0,0,0,0,3,7,11,16,0,0,12,0,0,0,0,4,0,25,0,0,3,13,0,0,0,213,4,0,0,31,0,0,0,25,8,0,0,0,0,0,0,0,5,0,29,43,20,0,3,0,0,0,6,0,0,29,78,0,0,0,38,0,0,0,0,0,12,25,5,2
